loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,dtir1
cf,Male,nopre,type1,p1,l1,nopc,nob/c,466500,,,,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,7620.0,EXP,841,CIB,35-44,to_inst,79.33673469,north,direct,48.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,356500,3.5,-0.2119,5160.5,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,5340.0,CRIF,720,EXP,65-74,not_inst,58.63486842,north,direct,30.0
cf,,nopre,type2,p4,l1,nopc,b/c,376500,,,,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,,CIB,678,CIB,<25,to_inst,97.03608247,south,direct,
cf,,nopre,type1,p4,l1,nopc,nob/c,156500,3.625,0.8143,2915.19,180.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,4140.0,CRIF,808,EXP,55-64,to_inst,79.04040404,south,direct,36.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,366500,3.99,0.7954,12600.0,348.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,14100.0,CIB,575,EXP,45-54,to_inst,78.31196581,south,direct,12.0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,366500,3.75,-0.0463,0.0,360.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,5880.0,CRIF,753,CIB,25-34,not_inst,58.35987261,north,direct,42.0
cf,Male,pre,type1,p3,l1,nopc,nob/c,346500,3.99,0.3929,3963.8,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,7020.0,CRIF,729,CIB,35-44,not_inst,68.20866142,north,direct,37.0
,Joint,nopre,type1,p1,l1,nopc,nob/c,586500,4.125,0.0118,1068.6,360.0,not_neg,not_int,not_lpsm,738000.0,sb,pr,home,1U,23880.0,CIB,509,EXP,35-44,not_inst,79.47154472,south,direct,29.0
ncf,Joint,nopre,type1,p3,l1,nopc,nob/c,976500,4.75,1.1758,2500.0,360.0,not_neg,int_only,not_lpsm,1308000.0,sb,pr,home,1U,15840.0,EXP,763,EXP,35-44,not_inst,74.6559633,north,direct,23.0
cf,,nopre,type1,p4,l1,nopc,nob/c,106500,,,,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,600.0,EXP,792,CIB,55-64,to_inst,51.20192308,south,direct,13.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,376500,4.5,0.5092,,360.0,not_neg,not_int,not_lpsm,1078000.0,sb,ir,home,1U,6540.0,EXP,852,EXP,>74,to_inst,34.9257885,north,direct,20.0
cf,Female,pre,type1,p1,l1,nopc,nob/c,236500,3.99,0.375,1250.0,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,4800.0,CIB,886,CIB,35-44,to_inst,95.36290323,north,direct,32.0
cf,Male,pre,type2,p3,l1,nopc,b/c,186500,4.99,1.7093,2524.81,360.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,3600.0,EXP,688,CIB,45-54,to_inst,85.55045872,north,direct,44.0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,206500,3.375,-0.1869,4244.25,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,4920.0,EXP,663,CIB,45-54,to_inst,69.29530201,north,direct,28.0
cf,Female,pre,type1,p1,l1,nopc,nob/c,606500,3.875,0.0044,540.0,360.0,not_neg,not_int,not_lpsm,868000.0,sb,pr,home,1U,9720.0,CRIF,519,CIB,25-34,not_inst,69.87327189,north,direct,24.0
cf,Male,pre,type3,p4,l1,nopc,nob/c,276500,2.99,-0.5076,,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,,EXP,899,CIB,45-54,to_inst,107.1705426,north,direct,
cf,,nopre,type1,p1,l1,nopc,nob/c,96500,4.375,1.3823,3245.0,360.0,not_neg,not_int,not_lpsm,108000.0,sb,pr,home,1U,5880.0,CRIF,770,CIB,25-34,to_inst,89.35185185,south,direct,31.0
cf,,nopre,type1,p4,l1,nopc,nob/c,406500,3.5,0.0489,,360.0,neg_amm,int_only,not_lpsm,528000.0,sb,pr,home,1U,6960.0,CRIF,554,EXP,25-34,not_inst,76.98863636,south,direct,37.0
cf,Male,nopre,type2,p1,l1,nopc,b/c,316500,3.625,1.0288,4731.82,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,5640.0,CRIF,649,CIB,45-54,to_inst,96.49390244,central,direct,50.0
cf,,nopre,type1,p4,l1,nopc,nob/c,356500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5160.0,EQUI,653,EXP,55-64,not_inst,,south,direct,
cf,,pre,type2,p4,l1,nopc,b/c,166500,,,,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,3540.0,CIB,598,EXP,35-44,to_inst,84.09090909,south,direct,49.0
,Male,nopre,type1,p1,l1,nopc,nob/c,306500,4.125,0.2848,3752.4,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,5580.0,EXP,701,CIB,35-44,not_inst,96.3836478,north,direct,37.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,246500,4.625,0.9897,1759.75,180.0,not_neg,not_int,not_lpsm,328000.0,sb,ir,home,1U,18480.0,EXP,810,EXP,45-54,to_inst,75.15243902,north,direct,46.0
,Male,nopre,type1,p1,l1,nopc,nob/c,406500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,7920.0,EQUI,676,EXP,35-44,not_inst,,north-east,direct,
,,nopre,type2,p3,l1,nopc,b/c,66500,,,,360.0,neg_amm,not_int,not_lpsm,68000.0,sb,pr,home,1U,1020.0,CRIF,897,CIB,45-54,to_inst,97.79411765,south,direct,40.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,76500,4.625,0.7277,2459.0,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,1980.0,CRIF,761,CIB,55-64,to_inst,42.97752809,north,direct,44.0
cf,,nopre,type1,p3,l1,nopc,nob/c,416500,4.25,0.6343,11094.72,264.0,neg_amm,not_int,not_lpsm,638000.0,sb,pr,home,1U,5280.0,EXP,678,CIB,65-74,to_inst,65.28213166,south,direct,39.0
cf,,nopre,type1,p1,l1,nopc,nob/c,216500,3.825,0.1658,2985.94,360.0,not_neg,not_int,not_lpsm,288000.0,sb,ir,home,1U,8340.0,CRIF,554,EXP,45-54,to_inst,75.17361111,south,direct,21.0
cf,Female,pre,type1,p3,l1,nopc,nob/c,226500,3.625,-0.0586,1520.4,360.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,3060.0,CIB,809,CIB,>74,not_inst,41.33211679,south,direct,34.0
cf,Female,nopre,type3,p3,l1,nopc,nob/c,266500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6480.0,EQUI,681,EXP,45-54,to_inst,,north,direct,
cf,Male,nopre,type1,p1,l1,nopc,nob/c,276500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5400.0,EQUI,578,EXP,55-64,to_inst,,central,direct,
cf,Joint,pre,type1,p4,l1,nopc,nob/c,306500,4.125,0.328,0.0,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,3900.0,CRIF,569,EXP,25-34,not_inst,75.12254902,central,direct,48.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,236500,3.375,-0.1188,2749.32,360.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,4680.0,CRIF,897,EXP,45-54,not_inst,43.15693431,north,direct,28.0
cf,,nopre,type2,p4,l1,nopc,b/c,196500,3.375,0.7575,4272.25,360.0,not_neg,int_only,not_lpsm,208000.0,sb,pr,home,1U,4200.0,CIB,557,EXP,35-44,to_inst,94.47115385,south,direct,52.0
cf,Joint,pre,type1,p4,l1,nopc,nob/c,636500,4.0,0.1571,0.0,360.0,not_neg,not_int,not_lpsm,858000.0,sb,pr,home,1U,7200.0,EXP,823,EXP,55-64,not_inst,74.18414918,north,direct,46.0
cf,,nopre,type1,p3,l1,nopc,nob/c,106500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,1320.0,EQUI,564,EXP,65-74,to_inst,,south,direct,
cf,Joint,pre,type1,p4,l1,nopc,nob/c,616500,3.625,0.0205,7650.0,360.0,not_neg,not_int,not_lpsm,688000.0,sb,pr,home,1U,10560.0,CRIF,576,EXP,35-44,not_inst,89.60755814,south,direct,36.0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,656500,4.375,0.4316,0.0,360.0,not_neg,not_int,not_lpsm,728000.0,sb,pr,home,1U,16860.0,EXP,780,EXP,45-54,not_inst,90.17857143,north,direct,42.0
cf,,nopre,type3,p4,l1,nopc,nob/c,336500,3.25,-0.5302,0.0,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,,EXP,842,CIB,25-34,not_inst,86.72680412,north,direct,
cf,Female,nopre,type1,p1,l1,nopc,nob/c,96500,4.625,1.1819,749.25,360.0,not_neg,not_int,not_lpsm,108000.0,sb,pr,home,1U,2580.0,EXP,735,CIB,45-54,to_inst,89.35185185,north,direct,30.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,496500,3.75,0.2515,7153.12,360.0,not_neg,not_int,not_lpsm,678000.0,sb,pr,home,1U,11400.0,CIB,860,EXP,35-44,not_inst,73.2300885,north,direct,40.0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,206500,3.99,0.3449,1250.0,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,4260.0,EXP,649,CIB,25-34,to_inst,86.76470588,north,direct,30.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,276500,3.625,0.4473,88.2,240.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,4800.0,CIB,633,EXP,45-54,not_inst,44.74110032,north,direct,42.0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,166500,3.875,0.4167,6353.25,180.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,3780.0,EXP,657,CIB,55-64,to_inst,36.35371179,north,direct,31.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,316500,3.99,0.7027,1629.6,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,3840.0,CIB,630,CIB,55-64,not_inst,90.94827586,north,direct,49.0
cf,,nopre,type1,p4,l1,nopc,nob/c,366500,3.625,0.0549,393.05,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,2U,4620.0,CRIF,503,CIB,45-54,not_inst,72.14566929,central,direct,49.0
cf,,pre,type1,p3,l1,nopc,nob/c,136500,,,,120.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9240.0,EQUI,540,EXP,45-54,to_inst,,south,direct,
cf,,nopre,type2,p3,l1,nopc,b/c,76500,4.125,0.7295,2339.98,360.0,not_neg,not_int,not_lpsm,118000.0,sb,pr,home,1U,1020.0,CIB,893,CIB,65-74,to_inst,64.83050847,south,direct,33.0
cf,,nopre,type1,p3,l1,nopc,nob/c,336500,4.125,0.7614,5419.45,324.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,7860.0,EXP,818,EXP,45-54,to_inst,66.24015748,south,direct,34.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,386500,3.5,0.1354,6333.25,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,5460.0,EXP,686,CIB,35-44,not_inst,92.46411483,north,direct,49.0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,316500,3.75,0.19,7398.52,324.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,4200.0,CIB,738,CIB,35-44,to_inst,69.10480349,south,direct,42.0
,Male,nopre,type1,p4,l1,nopc,nob/c,216500,3.75,0.2299,6777.59,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,2880.0,CIB,813,CIB,55-64,to_inst,80.78358209,north,direct,43.0
cf,,nopre,type2,p4,l1,nopc,b/c,196500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0.0,EQUI,728,EXP,35-44,to_inst,,south,direct,
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,216500,,,,180.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,1680.0,CRIF,537,EXP,35-44,not_inst,38.79928315,south,direct,46.0
cf,,nopre,type1,p1,l1,nopc,nob/c,566500,4.75,0.292,0.0,360.0,not_neg,not_int,not_lpsm,908000.0,sb,pr,home,1U,14400.0,CRIF,860,EXP,45-54,to_inst,62.38986784,south,direct,35.0
cf,,nopre,type1,p4,l1,nopc,nob/c,276500,4.25,0.875,5368.0,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,19440.0,CIB,830,CIB,35-44,to_inst,79.45402299,south,direct,37.0
cf,Female,nopre,type3,p1,l1,nopc,nob/c,166500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,2220.0,EQUI,666,EXP,65-74,not_inst,,south,direct,
cf,,nopre,type1,p4,l1,nopc,nob/c,166500,,,,180.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5460.0,EQUI,834,EXP,55-64,to_inst,,south,direct,
,Joint,nopre,type1,p1,l1,nopc,nob/c,396500,4.99,0.9986,0.0,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,14100.0,CRIF,546,EXP,25-34,not_inst,92.64018692,south,direct,44.0
cf,Female,nopre,type2,p3,l1,nopc,b/c,126500,4.5,0.9947,1260.0,300.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,2880.0,CRIF,546,CIB,55-64,to_inst,58.02752294,central,direct,49.0
cf,Joint,nopre,type3,p1,l2,nopc,nob/c,126500,3.5,-0.2395,2116.87,360.0,not_neg,not_int,not_lpsm,128000.0,sb,pr,home,1U,1740.0,CRIF,761,EXP,35-44,to_inst,98.828125,north,direct,32.0
cf,Male,pre,type1,p1,l1,nopc,nob/c,366500,4.18,0.2719,4623.25,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,9360.0,CIB,765,EXP,55-64,to_inst,94.45876289,north,direct,48.0
,Female,nopre,type1,p3,l1,nopc,nob/c,106500,4.5,0.702,2877.0,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,3960.0,CRIF,654,CIB,55-64,to_inst,53.78787879,north,direct,47.0
ncf,Female,pre,type1,p4,l1,nopc,nob/c,186500,4.125,0.2837,3064.25,324.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,3480.0,CIB,837,CIB,35-44,to_inst,60.55194805,north,direct,28.0
cf,Female,pre,type1,p1,l1,nopc,nob/c,406500,4.25,-0.1344,,360.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,3720.0,CRIF,745,CIB,25-34,not_inst,74.17883212,south,direct,61.0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,336500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3840.0,EQUI,816,EXP,45-54,to_inst,,south,direct,
cf,Joint,pre,type1,p1,l1,nopc,nob/c,126500,3.5,0.9647,4575.0,180.0,not_neg,int_only,not_lpsm,268000.0,sb,pr,home,1U,4620.0,EXP,742,EXP,65-74,to_inst,47.20149254,north,direct,33.0
cf,,nopre,type1,p1,l1,nopc,nob/c,86500,4.375,0.952,1852.37,360.0,not_neg,not_int,not_lpsm,88000.0,sb,pr,home,1U,1140.0,EXP,587,CIB,35-44,to_inst,98.29545455,south,direct,43.0
cf,Joint,pre,type1,p4,l1,nopc,nob/c,346500,3.625,-0.1579,4000.0,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,5220.0,EXP,603,EXP,35-44,not_inst,75.65502183,north,direct,43.0
cf,,nopre,type1,p3,l1,nopc,nob/c,506500,4.99,0.7726,6300.0,360.0,not_neg,not_int,not_lpsm,638000.0,sb,pr,home,1U,10560.0,CRIF,568,CIB,55-64,to_inst,79.38871473,south,direct,42.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,536500,3.875,0.3011,7292.5,360.0,not_neg,not_int,not_lpsm,908000.0,sb,pr,home,1U,12180.0,CRIF,791,CIB,45-54,to_inst,59.08590308,central,direct,25.0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,216500,,,,240.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4860.0,EQUI,792,EXP,45-54,to_inst,,north,direct,
cf,,nopre,type1,p2,l1,nopc,nob/c,386500,4.375,0.3359,795.0,180.0,not_neg,not_int,not_lpsm,638000.0,sb,pr,home,1U,7680.0,CRIF,673,EXP,25-34,to_inst,60.5799373,south,direct,48.0
ncf,,pre,type1,p1,l1,nopc,nob/c,366500,4.5,1.4863,4408.75,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,10620.0,CIB,517,EXP,35-44,to_inst,94.45876289,south,direct,40.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,356500,3.99,0.351,1250.0,360.0,not_neg,not_int,not_lpsm,978000.0,sb,pr,home,1U,4380.0,CIB,758,CIB,55-64,to_inst,36.45194274,north,direct,42.0
cf,,nopre,type1,p1,l1,nopc,nob/c,226500,4.0,-0.1577,1017.41,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,6240.0,CIB,702,CIB,35-44,not_inst,91.33064516,south,direct,10.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,576500,4.125,0.5496,9211.25,360.0,not_neg,not_int,not_lpsm,748000.0,sb,pr,home,1U,14700.0,EXP,648,EXP,35-44,to_inst,77.07219251,south,direct,28.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,686500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6600.0,EQUI,781,EXP,55-64,to_inst,,south,direct,
,,nopre,type2,p3,l1,nopc,b/c,486500,4.49,1.5502,0.0,360.0,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,7560.0,CRIF,595,CIB,65-74,to_inst,85.65140845,south,direct,53.0
cf,Male,nopre,type3,p3,l1,nopc,nob/c,106500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,3000.0,EQUI,798,EXP,45-54,to_inst,,north,direct,
cf,Female,nopre,type1,p3,l1,nopc,nob/c,106500,4.625,1.2029,2798.0,360.0,not_neg,not_int,not_lpsm,138000.0,sb,pr,home,1U,2640.0,CIB,654,CIB,65-74,to_inst,77.17391304,north,direct,36.0
cf,,nopre,type1,p3,l1,nopc,nob/c,416500,4.125,1.338,9865.16,168.0,not_neg,not_int,not_lpsm,598000.0,sb,ir,home,1U,16380.0,CRIF,816,EXP,45-54,to_inst,69.64882943,south,direct,30.0
cf,,pre,type1,p4,l1,nopc,nob/c,726500,4.25,-0.1448,0.0,360.0,not_neg,not_int,not_lpsm,1308000.0,sb,pr,home,1U,20160.0,CIB,780,EXP,25-34,not_inst,55.54281346,south,direct,19.0
ncf,Male,nopre,type1,p4,l1,nopc,nob/c,186500,3.75,0.5452,4789.89,180.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,4800.0,CRIF,632,CIB,45-54,to_inst,42.57990868,south,direct,44.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,196500,4.875,0.3685,1150.0,360.0,neg_amm,not_int,not_lpsm,348000.0,sb,pr,home,1U,4200.0,CRIF,877,EXP,65-74,to_inst,56.46551724,south,direct,36.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,366500,3.875,0.3541,9025.0,360.0,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,1U,4740.0,EXP,804,CIB,45-54,not_inst,70.75289575,north,direct,42.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,246500,3.625,0.2295,5531.99,300.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,7200.0,CIB,877,EXP,55-64,to_inst,57.59345794,south,direct,43.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,446500,3.5,-0.148,0.0,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,5220.0,CRIF,779,CIB,35-44,not_inst,73.4375,south,direct,48.0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,426500,,,,360.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,7920.0,EXP,555,CIB,25-34,not_inst,89.22594142,north,direct,59.0
cf,Female,nopre,type2,p3,l1,nopc,b/c,436500,4.25,0.7233,8994.29,360.0,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,1U,5700.0,CRIF,792,CIB,45-54,to_inst,84.26640927,south,direct,57.0
ncf,,nopre,type1,p3,l2,nopc,nob/c,726500,3.625,-0.1658,0.0,360.0,not_neg,not_int,not_lpsm,1518000.0,sb,pr,home,1U,16980.0,EXP,738,CIB,45-54,to_inst,47.85902503,south,direct,37.0
ncf,Joint,pre,type1,p4,l1,nopc,nob/c,296500,4.25,0.257,2715.0,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,6420.0,EXP,525,EXP,45-54,to_inst,59.53815261,north,direct,44.0
cf,,nopre,type1,p1,l1,nopc,nob/c,306500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5640.0,EQUI,576,EXP,65-74,to_inst,,south,direct,
cf,Joint,nopre,type2,p4,l1,nopc,b/c,706500,3.25,0.7053,0.0,360.0,not_neg,not_int,not_lpsm,728000.0,sb,pr,home,1U,,CRIF,798,EXP,35-44,not_inst,97.0467033,north,direct,
cf,Female,nopre,type1,p4,l1,nopc,nob/c,806500,,,,360.0,not_neg,not_int,not_lpsm,,sb,ir,home,3U,30180.0,EQUI,640,EXP,55-64,not_inst,,north,direct,
cf,Male,pre,type1,p3,l1,nopc,nob/c,236500,3.99,0.4712,4637.5,180.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,7680.0,CRIF,863,CIB,45-54,to_inst,74.37106918,north,direct,21.0
cf,Joint,pre,type1,p1,l1,nopc,nob/c,476500,4.375,0.0368,3171.37,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,8160.0,EXP,712,EXP,65-74,not_inst,79.68227425,south,direct,44.0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,326500,4.125,0.5493,0.0,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,5220.0,CIB,663,CIB,55-64,not_inst,64.27165354,south,direct,47.0
cf,Joint,pre,type1,p4,l1,nopc,nob/c,226500,3.875,0.2403,4556.69,276.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,2880.0,CIB,783,EXP,35-44,to_inst,78.64583333,north,direct,40.0
cf,,nopre,type2,p3,l1,nopc,b/c,326500,4.25,1.4465,0.0,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,8400.0,CRIF,586,CIB,35-44,to_inst,86.37566138,south,direct,48.0
cf,,nopre,type1,p3,l1,nopc,nob/c,76500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6000.0,EQUI,531,EXP,55-64,to_inst,,south,direct,
cf,Female,nopre,type1,p4,l1,nopc,nob/c,156500,,,,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,1560.0,EXP,679,CIB,65-74,to_inst,44.97126437,north,direct,55.0
cf,Female,nopre,type2,p3,l1,nopc,b/c,686500,,,,360.0,not_neg,not_int,not_lpsm,768000.0,sb,pr,home,1U,9360.0,CRIF,549,CIB,45-54,to_inst,89.38802083,north,direct,37.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,576500,,,,180.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,18120.0,EQUI,637,EXP,55-64,not_inst,,south,direct,
cf,Female,nopre,type1,p1,l1,nopc,nob/c,476500,3.99,-0.2357,7747.8,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,7560.0,CIB,771,CIB,55-64,to_inst,78.37171053,north,direct,31.0
cf,Female,nopre,type2,p1,l1,nopc,b/c,96500,4.75,1.8794,0.0,360.0,not_neg,not_int,not_lpsm,98000.0,sb,pr,home,1U,1800.0,CRIF,829,CIB,35-44,to_inst,98.46938776,north,direct,33.0
cf,Male,nopre,type3,p3,l1,nopc,nob/c,256500,3.625,0.1946,4410.0,300.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,2820.0,CRIF,748,CIB,65-74,to_inst,89.0625,central,direct,41.0
cf,,nopre,type1,p4,l1,nopc,nob/c,446500,3.99,0.4799,5664.8,324.0,neg_amm,not_int,not_lpsm,638000.0,sb,pr,home,1U,8340.0,CRIF,762,CIB,45-54,to_inst,69.98432602,south,direct,33.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,456500,3.99,0.4201,362.48,240.0,not_neg,not_int,not_lpsm,698000.0,sb,pr,home,1U,14220.0,CRIF,897,EXP,45-54,not_inst,65.40114613,south,direct,27.0
cf,Female,nopre,type2,p3,l1,nopc,b/c,196500,4.5,1.595,777.6,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,6480.0,CRIF,775,EXP,45-54,to_inst,79.23387097,north,direct,49.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,116500,3.25,-0.0394,4573.98,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,3120.0,CIB,562,EXP,55-64,not_inst,40.45138889,north,direct,43.0
,Female,nopre,type1,p3,l1,nopc,nob/c,236500,4.25,0.3791,5686.67,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,2640.0,CIB,658,CIB,65-74,to_inst,57.96568627,north,direct,49.0
cf,Female,nopre,type1,p2,l1,nopc,nob/c,76500,4.125,1.4676,2843.75,240.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,6000.0,CIB,883,CIB,65-74,to_inst,18.75,north,direct,32.0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,206500,3.75,1.0218,4069.23,180.0,not_neg,not_int,not_lpsm,808000.0,sb,pr,home,1U,7080.0,CIB,897,CIB,65-74,to_inst,25.55693069,south,direct,20.0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,166500,4.99,1.0601,1865.7,360.0,neg_amm,not_int,not_lpsm,178000.0,sb,pr,home,1U,3480.0,CIB,899,EXP,35-44,to_inst,93.53932584,north,direct,37.0
cf,,pre,type1,p3,l1,nopc,nob/c,296500,3.625,0.0478,6047.16,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,4140.0,CRIF,735,CIB,45-54,to_inst,72.67156863,south,direct,39.0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,76500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4320.0,EQUI,889,EXP,55-64,to_inst,,north,direct,
cf,Male,nopre,type1,p4,l1,nopc,nob/c,286500,3.75,-0.5249,1234.45,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,4980.0,EXP,591,CIB,35-44,not_inst,62.55458515,north,direct,43.0
cf,,pre,type1,p3,l1,nopc,nob/c,116500,4.875,1.0355,848.18,120.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,3060.0,CRIF,768,CIB,65-74,to_inst,24.89316239,south,direct,30.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,126500,5.5,1.2605,2832.84,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,4800.0,CRIF,832,EXP,55-64,to_inst,71.06741573,north,direct,43.0
