loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,term,Neg_ammortization,interest_only,lump_sum_payment,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,Region,Security_Type,Status
cf,,nopre,type1,p3,l1,nopc,nob/c,246500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6600.0,EXP,538,CIB,35-44,to_inst,south,direct,0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,316500,132.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8880.0,CRIF,864,EXP,45-54,to_inst,north,direct,0
cf,,nopre,type1,p1,l1,nopc,nob/c,206500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4620.0,EQUI,671,EXP,55-64,to_inst,south,direct,1
cf,Female,nopre,type1,p4,l1,nopc,nob/c,246500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5400.0,CIB,596,CIB,55-64,to_inst,north,direct,0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,426500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4560.0,CIB,714,EXP,65-74,not_inst,north,direct,0
cf,,pre,type1,p3,l1,nopc,nob/c,226500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,2580.0,CIB,553,CIB,65-74,not_inst,south,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,206500,180.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,4080.0,CRIF,780,CIB,45-54,to_inst,north,direct,0
cf,,nopre,type1,p4,l1,nopc,nob/c,276500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5700.0,EQUI,668,EXP,55-64,to_inst,south,direct,1
cf,,nopre,type1,p4,l1,nopc,nob/c,226500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3600.0,CIB,627,EXP,55-64,not_inst,south,direct,0
cf,Female,nopre,type1,p2,l1,nopc,nob/c,606500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8700.0,EXP,814,EXP,25-34,to_inst,central,direct,0
cf,Joint,nopre,type3,p3,l1,nopc,nob/c,716500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,10680.0,EXP,878,EXP,55-64,not_inst,south,direct,0
cf,,nopre,type1,p4,l1,nopc,nob/c,106500,,neg_amm,not_int,not_lpsm,sb,pr,home,1U,7560.0,EXP,639,CIB,55-64,to_inst,south,direct,0
cf,Female,nopre,type2,p3,l2,nopc,b/c,106500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1560.0,CIB,561,CIB,>74,to_inst,north-east,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,506500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9900.0,CRIF,714,EXP,45-54,to_inst,south,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,436500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8100.0,EXP,820,CIB,35-44,not_inst,north,direct,0
cf,Male,nopre,type3,p3,l1,nopc,nob/c,306500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5040.0,EXP,665,CIB,55-64,to_inst,south,direct,1
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,526500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6900.0,CRIF,850,EXP,55-64,to_inst,north,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9000.0,CRIF,641,CIB,35-44,not_inst,north,direct,0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,366500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,5880.0,CRIF,545,EXP,25-34,to_inst,north,direct,0
cf,Joint,nopre,type3,p4,l1,nopc,nob/c,656500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,,CIB,839,EXP,45-54,not_inst,north,direct,0
cf,Male,nopre,type2,p1,l1,nopc,b/c,266500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4380.0,CIB,880,EXP,35-44,to_inst,north,direct,0
cf,Male,pre,type1,p1,l1,nopc,nob/c,46500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2580.0,CRIF,595,CIB,35-44,to_inst,north,direct,0
cf,Female,nopre,type1,p1,l1,nopc,nob/c,156500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,1800.0,EXP,784,CIB,35-44,not_inst,south,direct,0
cf,,nopre,type3,p1,l1,nopc,nob/c,126500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2340.0,EQUI,529,EXP,65-74,to_inst,south,direct,1
cf,Male,nopre,type1,p4,l1,nopc,nob/c,156500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3420.0,EQUI,767,EXP,55-64,to_inst,north,direct,1
cf,Male,nopre,type1,p3,l1,nopc,nob/c,206500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3900.0,CIB,655,CIB,25-34,to_inst,south,direct,0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,356500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,8040.0,CRIF,530,CIB,45-54,not_inst,south,direct,0
cf,Female,nopre,type3,p3,l1,nopc,nob/c,146500,180.0,not_neg,not_int,lpsm,sb,pr,home,1U,4740.0,EXP,789,CIB,55-64,to_inst,central,direct,0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,156500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2940.0,CIB,569,CIB,65-74,to_inst,north,direct,1
cf,,nopre,type1,p1,l1,nopc,nob/c,166500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4980.0,CRIF,894,EXP,65-74,to_inst,south,direct,0
cf,,pre,type3,p3,l1,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4320.0,EQUI,863,EXP,>74,to_inst,south,direct,1
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,246500,324.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7920.0,CRIF,522,EXP,65-74,to_inst,north,direct,0
cf,Male,pre,type1,p3,l1,nopc,nob/c,646500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7740.0,EXP,877,CIB,35-44,not_inst,north,direct,1
cf,Male,nopre,type1,p4,l2,nopc,nob/c,446500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6300.0,CRIF,718,CIB,55-64,not_inst,north,direct,0
cf,Male,pre,type2,p4,l1,nopc,b/c,326500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,CIB,738,CIB,25-34,not_inst,south,direct,0
cf,Joint,pre,type1,p4,l1,nopc,nob/c,336500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4680.0,CRIF,880,EXP,55-64,not_inst,north,direct,0
cf,Female,nopre,type2,p3,l1,nopc,b/c,156500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3000.0,CRIF,673,CIB,45-54,to_inst,south,direct,0
cf,Joint,,type1,p4,l1,nopc,nob/c,286500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7800.0,EQUI,600,EXP,35-44,to_inst,south,direct,1
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,306500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7980.0,EXP,709,EXP,35-44,not_inst,south,direct,0
cf,,nopre,type1,p4,l1,nopc,nob/c,196500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3360.0,EXP,724,CIB,55-64,to_inst,south,direct,1
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,296500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6060.0,EXP,579,EXP,35-44,to_inst,central,direct,0
ncf,Joint,pre,type1,p1,l1,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,2U,27840.0,EXP,555,EXP,45-54,not_inst,south,direct,0
cf,,nopre,type1,p4,l1,nopc,nob/c,306500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7200.0,EXP,714,CIB,45-54,to_inst,south,direct,0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,206500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2700.0,CRIF,539,CIB,>74,to_inst,north,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,236500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5880.0,EQUI,702,EXP,45-54,to_inst,south,direct,1
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,456500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4440.0,CRIF,598,EXP,65-74,not_inst,north,direct,0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,506500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8160.0,EXP,657,EXP,45-54,to_inst,north,direct,1
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,576500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8700.0,CIB,552,EXP,35-44,not_inst,north,direct,0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,456500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6240.0,EXP,688,CIB,35-44,not_inst,south,direct,0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,566500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,11640.0,CIB,768,EXP,45-54,to_inst,north-east,direct,0
cf,,pre,type1,p4,l1,nopc,nob/c,296500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7440.0,CRIF,643,CIB,55-64,to_inst,south,direct,0
ncf,Joint,nopre,type3,p4,l1,nopc,nob/c,526500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,,CRIF,716,EXP,35-44,not_inst,south,direct,0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,396500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9900.0,CIB,874,EXP,45-54,not_inst,south,direct,0
cf,,pre,type1,p4,l1,nopc,nob/c,266500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4020.0,CRIF,809,CIB,55-64,to_inst,south,direct,0
cf,,nopre,type1,p4,l1,nopc,nob/c,356500,300.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,14640.0,CRIF,502,EXP,35-44,to_inst,south,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,126500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2520.0,CIB,558,CIB,>74,to_inst,south,direct,1
cf,,nopre,type2,p3,l1,nopc,b/c,136500,360.0,not_neg,not_int,lpsm,sb,pr,home,1U,3300.0,CIB,692,CIB,55-64,to_inst,south,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,526500,180.0,neg_amm,not_int,not_lpsm,sb,ir,home,1U,9780.0,CRIF,700,EXP,55-64,to_inst,south,direct,1
cf,Male,nopre,type1,p3,l1,nopc,nob/c,696500,240.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,11160.0,CIB,803,CIB,55-64,not_inst,north,direct,0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,136500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,2040.0,CIB,792,CIB,45-54,to_inst,south,direct,1
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,226500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4200.0,CIB,625,EXP,35-44,not_inst,north,direct,0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,216500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,120.0,CIB,637,CIB,45-54,to_inst,north,direct,1
cf,Female,nopre,type1,p3,l1,nopc,nob/c,286500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5640.0,EXP,669,CIB,45-54,to_inst,north,direct,0
cf,Female,nopre,type1,p1,l1,nopc,nob/c,506500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,9960.0,EQUI,807,EXP,45-54,not_inst,south,direct,1
cf,Male,pre,type3,p1,l1,nopc,nob/c,536500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9120.0,EXP,859,CIB,45-54,to_inst,north,direct,0
cf,Male,pre,type1,p3,l1,nopc,nob/c,106500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2040.0,EXP,704,CIB,>74,to_inst,north,direct,0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,406500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,11040.0,CIB,534,EXP,35-44,not_inst,north,direct,0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,266500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2760.0,CRIF,540,EXP,65-74,to_inst,north,direct,0
,Male,nopre,type3,p3,l1,nopc,nob/c,296500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7020.0,EXP,795,CIB,55-64,to_inst,north,direct,0
cf,Joint,pre,type1,p1,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6060.0,CIB,651,EXP,25-34,not_inst,north,direct,0
ncf,Joint,nopre,type3,p4,l1,nopc,nob/c,836500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,CIB,760,EXP,45-54,not_inst,north,direct,0
cf,Female,nopre,type2,p3,l2,nopc,b/c,316500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4860.0,CIB,860,CIB,65-74,to_inst,central,direct,0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,116500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6540.0,CIB,563,EXP,35-44,to_inst,north,direct,0
cf,Male,nopre,type2,p4,l1,nopc,b/c,206500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,,CRIF,588,CIB,35-44,to_inst,north,direct,0
cf,Male,pre,type1,p4,l1,nopc,nob/c,396500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5100.0,CRIF,775,CIB,55-64,not_inst,north,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,406500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6300.0,CRIF,624,CIB,65-74,to_inst,south,direct,0
cf,,nopre,type2,p1,l1,nopc,b/c,236500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,7140.0,CRIF,561,EXP,25-34,to_inst,south,direct,1
,Joint,nopre,type1,p1,l1,nopc,nob/c,196500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8040.0,EQUI,812,EXP,35-44,to_inst,north,direct,1
cf,Male,nopre,type3,p4,l1,nopc,nob/c,566500,360.0,not_neg,not_int,lpsm,sb,pr,home,1U,8220.0,EQUI,780,EXP,55-64,not_inst,north,direct,1
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,416500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7500.0,CIB,544,EXP,55-64,to_inst,north,direct,0
ncf,Male,nopre,type1,p3,l1,nopc,nob/c,1066500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,12420.0,CRIF,753,CIB,45-54,not_inst,south,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,476500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,2U,8760.0,CRIF,799,EXP,55-64,not_inst,north,direct,0
ncf,Female,nopre,type1,p1,l1,nopc,nob/c,116500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3360.0,CRIF,900,CIB,25-34,not_inst,north,direct,0
cf,Joint,pre,type1,p3,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7560.0,EXP,734,EXP,25-34,not_inst,north,direct,0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,686500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6660.0,CIB,650,CIB,25-34,not_inst,north,direct,0
ncf,Male,nopre,type3,p3,l1,nopc,nob/c,576500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7740.0,EXP,603,CIB,55-64,not_inst,central,direct,0
ncf,,nopre,type1,p1,l1,nopc,nob/c,386500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5040.0,CRIF,702,EXP,35-44,to_inst,south,direct,0
cf,Joint,nopre,type3,p3,l1,nopc,nob/c,186500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3000.0,CRIF,707,EXP,45-54,to_inst,south,direct,0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,586500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9900.0,CIB,528,CIB,35-44,not_inst,north,direct,0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,366500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,8700.0,CRIF,540,EXP,55-64,not_inst,south,direct,0
cf,,pre,type3,p4,l1,nopc,nob/c,106500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,CRIF,863,CIB,55-64,to_inst,south,direct,0
ncf,Female,nopre,type1,p1,l1,nopc,nob/c,326500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7860.0,CRIF,619,CIB,35-44,not_inst,central,direct,0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,476500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9360.0,EXP,830,CIB,35-44,not_inst,south,direct,0
cf,Joint,nopre,type1,p1,l2,nopc,nob/c,316500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9240.0,EXP,784,EXP,45-54,not_inst,north,direct,0
cf,Male,nopre,type1,p4,l2,nopc,nob/c,406500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6360.0,EXP,611,CIB,25-34,not_inst,south,direct,0
cf,Male,pre,type1,p3,l1,nopc,nob/c,206500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3480.0,CIB,815,CIB,25-34,to_inst,north,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,386500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,5760.0,CRIF,639,CIB,25-34,not_inst,south,direct,0
cf,Joint,nopre,type2,p2,l1,nopc,b/c,106500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4380.0,EXP,687,EXP,55-64,to_inst,central,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,466500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8280.0,CIB,513,CIB,65-74,not_inst,south,direct,1
cf,,pre,type3,p3,l1,nopc,nob/c,136500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1680.0,EXP,626,CIB,>74,to_inst,south,direct,1
cf,,nopre,type2,p3,l1,nopc,b/c,236500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,0.0,CIB,578,CIB,45-54,to_inst,south,direct,1
cf,Joint,pre,type1,p3,l1,nopc,nob/c,346500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5820.0,CRIF,532,EXP,35-44,not_inst,north,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,376500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3660.0,EXP,704,EXP,65-74,to_inst,south,direct,0
cf,,nopre,type1,p2,l1,nopc,nob/c,56500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3000.0,CRIF,510,CIB,>74,to_inst,south,direct,0
cf,,nopre,type1,p4,l1,nopc,nob/c,466500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,2640.0,EXP,646,EXP,65-74,to_inst,south,direct,1
ncf,,nopre,type1,p3,l1,nopc,nob/c,116500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8940.0,CIB,856,EXP,45-54,to_inst,south,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,226500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7920.0,CIB,865,CIB,35-44,to_inst,south,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,136500,360.0,neg_amm,not_int,not_lpsm,sb,ir,home,1U,3600.0,CIB,513,CIB,55-64,to_inst,north,direct,0
ncf,,nopre,type1,p4,l1,nopc,nob/c,776500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,10980.0,EXP,862,EXP,65-74,to_inst,south,direct,1
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,536500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9900.0,EXP,634,EXP,35-44,not_inst,south,direct,0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,126500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5160.0,EXP,816,EXP,55-64,to_inst,north,direct,0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,356500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,5580.0,CRIF,793,EXP,35-44,to_inst,central,direct,0
cf,Female,nopre,type1,p1,l1,nopc,nob/c,726500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,11100.0,CRIF,833,CIB,35-44,not_inst,south,direct,0
cf,,nopre,type1,p1,l1,nopc,nob/c,516500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8700.0,CRIF,578,EXP,55-64,to_inst,south,direct,0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,456500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9420.0,EXP,719,EXP,25-34,not_inst,central,direct,0
ncf,Female,nopre,type1,p3,l1,nopc,nob/c,106500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1560.0,CIB,534,CIB,45-54,to_inst,north,direct,0
cf,Male,nopre,type2,p3,l1,nopc,b/c,186500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6960.0,EXP,813,CIB,45-54,to_inst,south,direct,0
,,nopre,type1,p1,l1,nopc,nob/c,426500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6420.0,EXP,813,EXP,35-44,to_inst,south,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,226500,360.0,not_neg,not_int,lpsm,sb,pr,home,1U,0.0,CRIF,616,CIB,55-64,to_inst,north,direct,1
cf,Male,nopre,type1,p1,l1,nopc,nob/c,116500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,9300.0,CIB,821,EXP,25-34,not_inst,south,direct,0
cf,Male,pre,type1,p1,l1,nopc,nob/c,356500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4380.0,EXP,605,CIB,<25,not_inst,north,direct,1
ncf,Joint,pre,type1,p1,l1,nopc,nob/c,706500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,12360.0,CRIF,552,EXP,35-44,to_inst,south,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,176500,180.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,6060.0,CIB,736,CIB,45-54,to_inst,north,direct,1
cf,Female,nopre,type1,p4,l1,nopc,nob/c,266500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4140.0,EXP,660,CIB,65-74,to_inst,north,direct,0
cf,,nopre,type1,p1,l1,nopc,nob/c,286500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,4560.0,EQUI,691,EXP,55-64,not_inst,south,direct,1
cf,Female,nopre,type1,p4,l1,nopc,nob/c,446500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,10620.0,EXP,655,CIB,45-54,not_inst,north-east,direct,0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6180.0,CIB,843,CIB,55-64,not_inst,north,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,226500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6720.0,CIB,536,CIB,55-64,to_inst,south,direct,0
ncf,Male,nopre,type3,p4,l1,nopc,nob/c,746500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,EXP,733,CIB,45-54,not_inst,north,direct,0
cf,,nopre,type1,p4,l1,nopc,nob/c,516500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8160.0,CIB,634,CIB,45-54,not_inst,north,direct,0
cf,,nopre,type1,p4,l1,nopc,nob/c,106500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8700.0,EXP,544,EXP,55-64,to_inst,south,direct,0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,366500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,7260.0,EQUI,633,EXP,35-44,not_inst,north,direct,1
cf,Female,nopre,type1,p3,l1,nopc,nob/c,286500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5520.0,EXP,790,CIB,45-54,to_inst,south,direct,0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,616500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,11580.0,CRIF,751,EXP,25-34,not_inst,north,direct,0
cf,Male,nopre,type2,p4,l1,nopc,b/c,176500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2820.0,CIB,781,CIB,35-44,to_inst,south,direct,1
,,nopre,type1,p3,l1,nopc,nob/c,446500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,10080.0,CRIF,899,CIB,45-54,to_inst,south,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7020.0,CIB,766,EXP,55-64,to_inst,south,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,196500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2220.0,CRIF,686,CIB,55-64,to_inst,south,direct,0
ncf,Joint,nopre,type1,p1,l1,nopc,nob/c,626500,324.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,6240.0,EXP,768,EXP,45-54,not_inst,south,direct,0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,126500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3180.0,EQUI,692,EXP,65-74,to_inst,north,direct,1
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,126500,144.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3300.0,EXP,766,EXP,65-74,to_inst,north,direct,0
cf,,pre,type3,p1,l1,nopc,nob/c,156500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2760.0,CIB,743,CIB,25-34,to_inst,south,direct,0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,14580.0,EXP,872,EXP,45-54,to_inst,south,direct,0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,31500.0,CRIF,669,EXP,45-54,not_inst,north,direct,0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,20280.0,EXP,832,EXP,65-74,to_inst,north,direct,0
cf,Male,nopre,type2,p4,l1,nopc,b/c,276500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,CRIF,771,CIB,35-44,not_inst,north,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,456500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7800.0,CIB,812,CIB,45-54,not_inst,north,direct,0
cf,Female,nopre,type2,p1,l1,nopc,b/c,326500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7200.0,EQUI,650,EXP,35-44,to_inst,north,direct,1
cf,Male,nopre,type1,p1,l1,nopc,nob/c,306500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4080.0,EXP,511,CIB,25-34,to_inst,north,direct,0
